id,Artist,Song Title,Year,Rank,Genre
1162,Madonna,Like A Prayer,1989.0,25,Pop/Dance
1163,New Kids On The Block,I'll Be Loving You (Forever),1989.0,26,Pop/Boy Band
1164,Breathe,How Can I Fall?,1989.0,27,Pop/Rock/R&B
1165,Milli Vanilli,Baby Don't Forget My Number,1989.0,28,Pop/Dance
1166,Martika,Toy Soliders,1989.0,29,Pop/Rock/R&B
1167,Paula Abdul,Forever Your Girl,1989.0,30,Pop/Dance
1168,Mike and The Mechanics,The Living Years,1989.0,31,Rock/Pop
1169,Bangles,Eternal Flame,1989.0,32,Pop/Rock
1170,Tone Loc,Wild Thing,1989.0,33,Pop/Rock/R&B
1171,Bad English,When I See You Smile,1989.0,34,Pop/Rock/R&B
1172,Cher,If I Could Turn Back Time,1989.0,35,Pop/Rock/Dance
1173,Neneh Cherry,Buffalo Stance,1989.0,36,Pop/Rock/R&B
1174,Sheriff,When I'm With You,1989.0,37,Pop/Rock/R&B
1175,Taylor Dayne,Don't Rush Me,1989.0,38,Pop/Dance
1176,Bon Jovi,Born To Be My Baby,1989.0,39,Hard Rock
1177,Fine Young Cannibals,Good Thing,1989.0,40,New Wave/Soul
1178,Sheena Easton,The Lover In Me,1989.0,41,Pop
1179,Young M.C.,Bust A Move,1989.0,42,Hip-Hop
1180,Great White,"Once Bitten, Twice Shy",1989.0,43,Pop/Rock/R&B
1181,Prince,Batdance,1989.0,44,Pop/Funk/Rock
1182,Michael Damian,Rock On,1989.0,45,Pop/Rock/R&B
1183,Jody Watley,Real Love,1989.0,46,R&B/Dance
1184,B-52's,Love Shack,1989.0,47,Pop/Rock/R&B
1185,Bobby Brown,Every Little Step,1989.0,48,R&B/Pop
1186,New Kids On The Block,Hangin' Tough,1989.0,49,Pop/Boy Band
1187,Rod Stewart,My Heart Can't Tell You No,1989.0,50,Rock/Pop
1188,Wilson Phillips,Hold On,1990.0,1,Pop
1189,Roxette,It Must Have Been Love,1990.0,2,Pop Rock
1190,Sinead O'Connor,Nothing Compares 2 U,1990.0,3,Pop/Rock/R&B
1191,Bell Biv Devoe,Poison,1990.0,4,Pop/Rock/R&B
1192,Madonna,Vogue,1990.0,5,Pop/Dance
1193,Mariah Carey,Vision Of Love,1990.0,6,Pop/R&B
1194,Phil Collins,Another Day In Paradise,1990.0,7,Rock/Pop
1195,En Vogue,Hold On,1990.0,8,R&B/Soul
1196,Billy Idol,Cradle Of Love,1990.0,9,Rock/New Wave
1197,Jon Bon Jovi,Blaze Of Glory,1990.0,10,Pop/Rock/R&B
1198,Bell Biv Devoe,Do Me!,1990.0,11,Pop/Rock/R&B
1199,Michael Bolton,How Am I Supposed To Live Without You,1990.0,12,Pop/Rock
1200,Technotronic,Pump Up The Jam,1990.0,13,Pop/Rock/R&B
1201,Paula Abdul,Opposites Attract,1990.0,14,Pop/Dance
1202,Janet Jackson,Escapade,1990.0,15,Pop/R&B
1203,Heart,All I Wanna Do Is Make Love To You,1990.0,16,Rock
1204,Maxi Priest,Close To You,1990.0,17,Pop/Rock/R&B
1205,Alannah Myles,Black Velvet,1990.0,18,Pop/Rock/R&B
1206,Wilson Phillips,Release Me,1990.0,19,Pop
1207,Linda Ronstadt and Aaron Neville,Don't Know Much,1990.0,20,Rock/Country/Pop
1208,Lisa Stansfield,All Around The World,1990.0,21,Pop/Rock/R&B
1209,Calloway,I Wanna Be Rich,1990.0,22,Pop/Rock/R&B
1210,Johnny Gill,Rub You The Right Way,1990.0,23,Pop/Rock/R&B
1211,Glenn Medeiros feat. Bobby Brown,She Ain't Worth It,1990.0,24,Pop/Rock/R&B
1212,Sweet Sensation,If Wishes Came True,1990.0,25,Pop/Rock/R&B
1213,Snap,The Power,1990.0,26,Pop/Rock/R&B
1214,Nelson,(Can't Live Without Your) Love And Affection,1990.0,27,Pop/Rock/R&B
1215,Taylor Dayne,Love Will Lead You Back,1990.0,28,Pop/Dance
1216,Jane Child,Don't Wanna Fall In Love,1990.0,29,Pop/Rock/R&B
1217,Seduction,Two To Make It Right,1990.0,30,Pop/Rock/R&B
1218,Linear,Sending All My Love,1990.0,31,Pop/Rock/R&B
1219,Poison,Unskinny Bop,1990.0,32,Pop/Rock/R&B
1220,New Kids On The Block,Step By Step,1990.0,33,Pop/Boy Band
1221,Roxette,Dangerous,1990.0,34,Pop Rock
1222,Billy Joel,We Didn't Start The Fire,1990.0,35,Rock/Pop
1223,James Ingram,I Don't Have The Heart,1990.0,36,Pop/Rock/R&B
1224,Rod Stewart,Downtown Train,1990.0,37,Rock/Pop
1225,Janet Jackson,Rhythm Nation,1990.0,38,Pop/R&B
1226,Tommy Page,I'll Be Your Everything,1990.0,39,Pop/Rock/R&B
1227,B-52's,Roam,1990.0,40,Pop/Rock/R&B
1228,Jody Watley,Everything,1990.0,41,R&B/Dance
1229,Soul II Soul,Back to Life (However Do You Want Me),1990.0,42,Pop/Rock/R&B
1230,Luther Vandross,Here And Now,1990.0,43,Pop/Rock/R&B
1231,Janet Jackson,Alright,1990.0,44,Pop/R&B
1232,Vanilla Ice,Ice Ice Baby,1990.0,45,Pop/Rock/R&B
1233,M.C. Hammer,Have You Seen Her,1990.0,47,Pop/Rock/R&B
1234,Taylor Dayne,With Every Beat Of My Heart,1990.0,48,Pop/Dance
1235,Janet Jackson,Come Back To Me,1990.0,49,Pop/R&B
1236,Michel'le,No More Lies,1990.0,50,Pop/Rock/R&B
1237,Bryan Adams,(Everything I Do) I Do It For You,1991.0,1,Rock
1238,Color Me Badd,I Wanna Sex You Up,1991.0,2,R&B/Pop
1239,C+C Music Factory,Gonna Make You Sweat (Everybody Dance Now),1991.0,3,Pop/Rock/R&B
1240,Paula Abdul,Rush Rush,1991.0,4,Pop/Dance
1241,Timmy T,One More Try,1991.0,5,Pop/Rock/R&B
1242,EMF,Unbelievable,1991.0,6,Pop/Rock/R&B
1243,Extreme,More Than Words,1991.0,7,Pop/Rock/R&B
1244,Hi-Five,I Like The Way (The Kissing Game),1991.0,8,Pop/Rock/R&B
1245,Surface,The First Time,1991.0,9,Pop/Rock/R&B
1246,Amy Grant,"Baby, Baby",1991.0,10,Pop/Rock/R&B
1247,Boyz II Men,Motownphilly,1991.0,11,R&B/Soul
1248,Stevie B,Because I Love You (The Postman Song),1991.0,12,Pop/Rock/R&B
1249,Mariah Carey,Someday,1991.0,13,Pop/R&B
1250,Damn Yankees,High Enough,1991.0,14,Pop/Rock/R&B
1251,Bette Midler,From A Distance,1991.0,15,Pop
1252,Whitney Houston,All The Man That I Need,1991.0,16,Pop/R&B
1253,Jesus Jones,"Right Here, Right Now",1991.0,17,Pop/Rock/R&B
1254,Color Me Badd,I Adore Mi Amor,1991.0,18,R&B/Pop
1255,Janet Jackson,Love Will Never Do (Without You),1991.0,19,Pop/R&B
1256,Marky Mark and The Funky Bunch feat. Loleatta Holloway,Good Vibrations,1991.0,20,Rock/Pop
1257,Madonna,Justify My Love,1991.0,21,Pop/Dance
1258,Mariah Carey,Emotions,1991.0,22,Pop/R&B
1259,Roxette,Joyride,1991.0,23,Pop Rock
1260,Karyn White,Romantic,1991.0,24,Pop/Rock/R&B
1261,Tara Kemp,Hold You Tight,1991.0,25,Pop/Rock/R&B
1262,Mariah Carey,I Don't Wanna Cry,1991.0,26,Pop/R&B
1263,Wilson Phillips,You're In Love,1991.0,27,Pop
1264,Amy Grant,Every Heartbeat,1991.0,28,Pop/Rock/R&B
1265,Ralph Tresvant,Sensitivity,1991.0,29,Pop/Rock/R&B
1266,Cathy Dennis,Touch Me (All Night Long),1991.0,30,Pop/Rock/R&B
1267,Natural Selection,Do Anything,1991.0,32,Pop/Rock/R&B
1268,R.E.M.,Losing My Religion,1991.0,33,Pop/Rock/R&B
1269,Gloria Estefan,Coming Out Of The Dark,1991.0,34,Pop/Latin
1270,Lenny Kravitz,It Ain't Over 'Til It's Over,1991.0,35,Rock/Soul
1271,C+C Music Factory,Here We Go,1991.0,36,Pop/Rock/R&B
1272,Celine Dion,Where Does My Heart Beat Now,1991.0,37,Pop/Adult Contemporary
1273,D.J. Jazzy Jeff and The Fresh Prince,Summertime,1991.0,38,Rock/Pop
1274,Scorpions,Wind Of Change,1991.0,39,Pop/Rock/R&B
1275,Rhythm Syndicate,P.A.S.S.I.O.N.,1991.0,40,Pop/Rock/R&B
1276,Paula Abdul,The Promise Of A New Day,1991.0,41,Pop/Dance
1277,Whitney Houston,I'm Your Baby Tonight,1991.0,42,Pop/R&B
1278,Firehouse,Love Of A Lifetime,1991.0,43,Pop/Rock/R&B
1279,Roxette,Fading Like A Flower (Every Time You Leave),1991.0,44,Pop Rock
1280,Tracie Spencer,This House,1991.0,45,Pop/Rock/R&B
1281,Extreme,Hole Hearted,1991.0,46,Pop/Rock/R&B
1282,Luther Vandross,Power Of Love (Love Power),1991.0,47,Pop/Rock/R&B
1283,Wilson Phillips,Impulsive,1991.0,48,Pop
1284,Michael Bolton,Love Is A Wonderful Thing,1991.0,49,Pop/Rock
1285,Rod Stewart,Rhythm Of My Heart,1991.0,50,Rock/Pop
1286,Boyz II Men,End Of The Road,1992.0,1,R&B/Soul
1287,Sir Mix-a-Lot,Baby Got Back,1992.0,2,Pop/Rock/R&B
1288,Kris Kross,Jump,1992.0,3,Pop/Rock/R&B
1289,Vanessa Williams,Save The Best For Last,1992.0,4,Pop/Rock/R&B
1290,TLC,Baby-Baby-Baby,1992.0,5,R&B/Hip-Hop
1291,Eric Clapton,Tears In Heaven,1992.0,6,Rock/Blues
1292,En Vogue,My Lovin' (You're Never Gonna Get It),1992.0,7,R&B/Soul
1293,Red Hot Chili Peppers,Under The Bridge,1992.0,8,Alternative Rock/Funk
1294,Color Me Badd,All 4 Love,1992.0,9,R&B/Pop
1295,Jon Secada,Just Another Day,1992.0,10,Pop/Rock/R&B
1296,Shanice,I Love Your Smile,1992.0,11,Pop/Rock/R&B
1297,Mr. Big,To Be With You,1992.0,12,Pop/Rock/R&B
1298,Right Said Fred,I'm Too Sexy,1992.0,13,Pop/Rock/R&B
1299,Michael Jackson,Black Or White,1992.0,14,Pop/R&B
1300,Billy Ray Cyrus,Achy Breaky Heart,1992.0,15,Pop/Rock/R&B
1301,Mariah Carey,I'll Be There,1992.0,16,Pop/R&B
1302,Guns N' Roses,November Rain,1992.0,17,Hard Rock
1303,Tom Cochrane,Life Is A Highway,1992.0,18,Pop/Rock/R&B
1304,Michael Jackson,Remember The Time,1992.0,19,Pop/R&B
1305,CeCe Peniston,Finally,1992.0,20,Pop/Rock/R&B
1306,Madonna,This Used To Be My Playground,1992.0,21,Pop/Dance
1307,Patty Smyth and Don Henley,Sometimes Love Just Ain't Enough,1992.0,22,Pop/Rock/R&B
1308,Mariah Carey,Can't Let Go,1992.0,23,Pop/R&B
1309,House Of Pain,Jump Around,1992.0,24,Pop/Rock/R&B
1310,Prince and The N.P.G.,Diamonds And Pearls,1992.0,25,Pop/Funk/Rock
1311,George Michael and Elton John,Don't Let The Sun Go Down On Me,1992.0,26,Pop/Soul
1312,Atlantic Starr,Masterpiece,1992.0,27,R&B/Soul
1313,Celine Dion,If You Asked Me To,1992.0,28,Pop/Adult Contemporary
1314,En Vogue,Giving Him Something He Can Feel,1992.0,29,R&B/Soul
1315,Joe Public,Live And Learn,1992.0,30,Pop/Rock/R&B
1316,Jodeci,Come and Talk To Me,1992.0,31,Pop/Rock/R&B
1317,Nirvana,Smells Like Teen Spirit,1992.0,32,Grunge
1318,Bobby Brown,Humpin' Around,1992.0,33,R&B/Pop
1319,Sophie B. Hawkins,Damn I Wish I Was Your Lover,1992.0,34,Pop/Rock/R&B
1320,Teven Campbell,Tell Me What You Want Me To Do,1992.0,35,Pop/Rock/R&B
1321,TLC,Ain't 2 Proud 2 Beg,1992.0,36,R&B/Hip-Hop
1322,Boyz II Men,It's So Hard To Say Goodbye To Yesterday,1992.0,37,R&B/Soul
1323,Technotronic,Move This,1992.0,38,Pop/Rock/R&B
1324,Arrested Development,Tennessee,1992.0,40,Pop/Rock/R&B
1325,Luther Vandross and Janet Jackson,The Best Things In Life Are Free,1992.0,41,Pop/Rock/R&B
1326,Mariah Carey,Make It Happen,1992.0,42,Pop/R&B
1327,Elton John,The One,1992.0,43,Rock/Pop
1328,P.M. Dawn,Set Adrift On Memory Bliss,1992.0,44,R&B/Hip-Hop
1329,Shakespear's Sister,Stay,1992.0,45,Pop/Rock/R&B
1330,Hammer,2 Legit 2 Quit,1992.0,46,Pop/Rock/R&B
1331,K.W.S.,Please Don't Go,1992.0,47,Pop/Rock/R&B
1332,Mint Condition,Breakin' My Heart (Pretty Brown Eyes),1992.0,48,Pop/Rock/R&B
1333,Cover Girls,Wishing On A Star,1992.0,49,Pop/Rock/R&B
1334,Hi-Five,She's Playing Hard To Get,1992.0,50,Pop/Rock/R&B
1335,Whitney Houston,I Will Always Love You,1993.0,1,Pop/R&B
1336,Tag Team,Whoomp! (There It Is),1993.0,2,Pop/Rock/R&B
1337,UB40,Can't Help Falling In Love,1993.0,3,Pop/Rock/R&B
1338,Janet Jackson,That's The Way Love Goes,1993.0,4,Pop/R&B
1339,Silk,Freak Me,1993.0,5,Pop/Rock/R&B
1340,SWV,Weak,1993.0,6,R&B
1341,Shai,If I Ever Fall In Love,1993.0,7,R&B/Soul
1342,Mariah Carey,Dreamlover,1993.0,8,Pop/R&B
1343,Wreckx-N-Effect,Rump Shaker,1993.0,9,Pop/Rock/R&B
1344,Snow,Informer,1993.0,10,Pop/Rock/R&B
1345,Dr. Dre,"Nuthin' But A ""G"" Thang",1993.0,11,Hip-Hop
1346,Boyz II Men,In The Still Of The Nite,1993.0,12,R&B/Soul
1347,Jade,Don't Walk Away,1993.0,13,Pop/Rock/R&B
1348,H-Town,Knockin' Da Boots,1993.0,14,Pop/Rock/R&B
1349,Jodeci,Lately,1993.0,15,Pop/Rock/R&B
1350,Duice,Dazzey Duks,1993.0,16,Pop/Rock/R&B
1351,Robin S.,Show Me Love,1993.0,17,Pop/Rock/R&B
1352,Peabo Bryson and Regina Belle,A Whole New World,1993.0,18,Pop/Rock/R&B
1353,Janet Jackson,If,1993.0,19,Pop/R&B
1354,SWV,I'm So Into You,1993.0,20,R&B
1355,Vanessa Willlams and Brian Mcknight,Love Is,1993.0,21,Pop/Rock/R&B
1356,Soul Asylum,Runaway Train,1993.0,22,Pop/Rock/R&B
1357,Expose,I'll Never Get Over You (Getting Over Me),1993.0,23,Pop/Rock/R&B
1358,Paperboy,Ditty,1993.0,24,Pop/Rock/R&B
1359,Snap,Rhythm Is A Dancer,1993.0,25,Pop/Rock/R&B
1360,Billy Joel,The River Of Dreams,1993.0,26,Rock/Pop
1361,Proclaimers,I'm Gonna Be (500 Miles),1993.0,27,Pop/Rock/R&B
1362,Spin Doctors,Two Princes,1993.0,28,Pop/Rock/R&B
1363,Whitney Houston,I Have Nothing,1993.0,30,Pop/R&B
1364,Arrested Development,Mr. Wendal,1993.0,31,Pop/Rock/R&B
1365,Rod Stewart,Have I Told You Lately,1993.0,32,Rock/Pop
1366,Shanice,Saving Forever For You,1993.0,33,Pop/Rock/R&B
1367,Duran Duran,Ordinary World,1993.0,34,New Wave/Pop
1368,Tony! Toni! Tone!,If I Had No Loot,1993.0,35,Pop/Rock/R&B
1369,Meat Loaf,I'd Do Anything For Love (But I Won't Do That),1993.0,36,Pop/Rock/R&B
1370,Onyx,Slam,1993.0,37,Pop/Rock/R&B
1371,P.M. Dawn,Looking Through Patient Eyes,1993.0,38,R&B/Hip-Hop
1372,Whitney Houston,I'm Every Woman,1993.0,39,Pop/R&B
1373,Shai,Baby I'm Yours,1993.0,40,R&B/Soul
1374,Duran Duran,Come Undone,1993.0,41,New Wave/Pop
1375,Tina Turner,I Don't Wanna Fight,1993.0,42,Rock/Soul/Pop
1376,P.M. Dawn,I'd Die Without You,1993.0,43,R&B/Hip-Hop
1377,95 South,"Whoot, There It Is",1993.0,44,Pop/Rock/R&B
1378,Naughty By Nature,Hip Hop Hooray,1993.0,45,Pop/Rock/R&B
1379,Toni Braxton,Another Sad Love Song,1993.0,46,R&B/Soul
1380,Michael Jackson,Will You Be There,1993.0,47,Pop/R&B
1381,Shil,Comforter,1993.0,48,Pop/Rock/R&B
1382,Bobby Brown,Good Enough,1993.0,49,R&B/Pop
1383,4 Non Blondes,What's Up,1993.0,50,Pop/Rock/R&B
1384,Ace Of Base,The Sign,1994.0,1,Pop/Dance
1385,All-4-One,I Swear,1994.0,2,R&B/Pop
1386,Boyz II Men,I'll Make Love To You,1994.0,3,R&B/Soul
1387,Celine Dion,The Power Of Love,1994.0,4,Pop/Adult Contemporary
1388,Mariah Carey,Hero,1994.0,5,Pop/R&B
1389,Lisa Loeb and Nine Stories,Stay (I Missed You),1994.0,6,Pop/Rock/R&B
1390,Toni Braxton,Breathe Again,1994.0,7,R&B/Soul
1391,"Bryan Adams, Rod Stewart and Sting",All For Love,1994.0,8,Pop/Rock/R&B
1392,Ace Of Base,All That She Wants,1994.0,9,Pop/Dance
1393,Ace Of Base,Don't Turn Around,1994.0,10,Pop/Dance
1394,R. Kelly,Bump N' Grind,1994.0,11,R&B/Soul
1395,Janet Jackson,Again,1994.0,12,Pop/R&B
1396,Madonna,I'll Remember,1994.0,13,Pop/Dance
1397,Salt-N-Pepa,Whatta Man,1994.0,14,Pop/Rock/R&B
1398,John Mellencamp and Me'shell Ndegeocello,Wild Night,1994.0,15,Rock
1399,Mariah Carey,Without You / Never Forget You,1994.0,16,Pop/R&B
1400,Toni Braxton,You Mean The World To Me,1994.0,17,R&B/Soul
1401,Elton John,Can You Feel The Love Tonight,1994.0,18,Rock/Pop
1402,Artist Formerly Known As Prince,The Most Beautiful Girl In The World,1994.0,19,Pop/Rock/R&B
1403,Coolio,Fantastic Voyage,1994.0,20,Hip-Hop
1404,Big Mountain,Baby I Love Your Way,1994.0,21,Pop/Rock/R&B
1405,Warren G and Nate Dogg,Regulate,1994.0,22,Pop/Rock/R&B
1406,Jon Secada,If You Go,1994.0,23,Pop/Rock/R&B
1407,Aaliyah,Back and Forth,1994.0,24,R&B/Pop
1408,Richard Marx,Now And Forever,1994.0,25,Pop/Soft Rock
1409,Babyface,When Can I See You,1994.0,26,Pop/Rock/R&B
1410,Bryan Adams,Please Forgive Me,1994.0,27,Rock
1411,All-4-One,So Much In Love,1994.0,28,R&B/Pop
1412,Salt-N-Pepa,Shoop,1994.0,29,Pop/Rock/R&B
1413,Janet Jackson,"Any Time, Any Place / And On And On",1994.0,30,Pop/R&B
1414,Collective Soul,Shine,1994.0,31,Alternative Rock
1415,Michael Bolton,Said I Loved You...But I Lied,1994.0,32,Pop/Rock
1416,Enigma,Return To Innocence,1994.0,33,Pop/Rock/R&B
1417,Sheryl Crow,All I Wanna Do,1994.0,34,Pop/Rock
1418,Crash Test Dummies,Mmm Mmm Mmm Mmm,1994.0,35,Pop/Rock/R&B
1419,Tevin Campbell,Can We Talk,1994.0,36,Pop/Rock/R&B
1420,Da Brat,Funkdafied,1994.0,37,Pop/Rock/R&B
1421,Drs,Gangsta Lean,1994.0,39,Pop/Rock/R&B
1422,"10,000 Maniacs",Because The Night,1994.0,40,Pop/Rock/R&B
1423,US3,Cantaloop,1994.0,41,Pop/Rock/R&B
1424,Melissa Etheridge,Come To My Window,1994.0,43,Pop/Rock/R&B
1425,Changing Faces,Stroke You Up,1994.0,44,Pop/Rock/R&B
1426,Tevin Campbell,I'm Ready,1994.0,45,Pop/Rock/R&B
1427,Crystal Waters,100% Pure Love,1994.0,46,Pop/Rock/R&B
1428,Mariah Carey,Anytime You Need A Friend,1994.0,47,Pop/R&B
1429,Janet Jackson,Because Of Love,1994.0,48,Pop/R&B
1430,Cranberries,Linger,1994.0,49,Pop/Rock/R&B
1431,Beck,Loser,1994.0,50,Pop/Rock/R&B
1432,Coolio,Gangsta's Paradise,1995.0,1,Hip-Hop
1433,TLC,Waterfalls,1995.0,2,R&B/Hip-Hop
1434,TLC,Creep,1995.0,3,R&B/Hip-Hop
1435,Seal,Kiss From A Rose,1995.0,4,Pop/R&B/Hip-Hop
1436,Boyz II Men,On Bended Knee,1995.0,5,R&B/Soul
1437,Real McCoy,Another Night,1995.0,6,Pop/R&B/Hip-Hop
1438,Mariah Carey,Fantasy,1995.0,7,Pop/R&B
1439,Madonna,Take A Bow,1995.0,8,Pop/Dance
1440,Monica,Don't Take It Personal (Just One Of Dem Days),1995.0,9,R&B/Pop
1441,Montell Jordan,This Is How We Do It,1995.0,10,R&B/Hip-Hop
1442,Dionne Farris,I Know,1995.0,11,Pop/R&B/Hip-Hop
1443,Boyz II Men,Water Runs Dry,1995.0,12,R&B/Soul
1444,Adina Howard,Freak Like Me,1995.0,13,Pop/R&B/Hip-Hop
1445,Blues Traveler,Run-Around,1995.0,14,Pop/R&B/Hip-Hop
1446,All-4-One,I Can Love You Like That,1995.0,15,R&B/Pop
1447,Bryan Adams,Have You Ever Really Loved A Woman?,1995.0,16,Rock
1448,Bon Jovi,Always,1995.0,17,Hard Rock
1449,Shaggy,Boombastic / In The Summertime,1995.0,18,Pop/R&B/Hip-Hop
1450,Nicki French,Total Eclipse Of The Heart,1995.0,19,Pop/R&B/Hip-Hop
1451,Des'ree,You Gotta Be,1995.0,20,Pop/R&B/Hip-Hop
1452,Michael Jackson,You Are Not Alone,1995.0,21,Pop/R&B
1453,Hootie and The Blowfish,Hold My Hand,1995.0,22,Alternative Rock
1454,Notorious B.I.G.,One More Chance-Stay With Me,1995.0,23,Hip-Hop
1455,Ini Kamoze,Here Comes The Hotstepper,1995.0,24,Pop/R&B/Hip-Hop
1456,Soul For Real,Candy Rain,1995.0,25,Pop/R&B/Hip-Hop
1457,Hootie and The Blowfish,Let Her Cry,1995.0,26,Alternative Rock
1458,Blessid Union Of Souls,I Believe,1995.0,27,Pop/R&B/Hip-Hop
1459,TLC,Red Light Special,1995.0,28,R&B/Hip-Hop
1460,Janet Jackson,Runaway,1995.0,29,Pop/R&B
1461,Sheryl Crow,Strong Enough,1995.0,30,Pop/Rock
1462,Vanessa Williams,Colors Of The Wind,1995.0,31,Pop/R&B/Hip-Hop
1463,Jon B.,Someone To Love,1995.0,32,Pop/R&B/Hip-Hop
1464,Hootie and The Blowfish,Only Wanna Be With You,1995.0,33,Alternative Rock
1465,Brownstone,If You Love Me,1995.0,34,Pop/R&B/Hip-Hop
1466,Martin Page,In The House Of Stone And Light,1995.0,35,Pop/R&B/Hip-Hop
1467,Luniz,I Got 5 On It,1995.0,36,Pop/R&B/Hip-Hop
1468,Brandy,Baby,1995.0,37,R&B/Pop
1469,Real McCoy,Run Away,1995.0,38,Pop/R&B/Hip-Hop
1470,Sophie B. Hawkins,As I Lay Me Down,1995.0,39,Pop/R&B/Hip-Hop
1471,Mokenstef,He's Mine,1995.0,40,Pop/R&B/Hip-Hop
1472,Collective Soul,December,1995.0,41,Alternative Rock
1473,Diana King,Shy Guy,1995.0,43,Pop/R&B/Hip-Hop
1474,Melissa Etheridge,I'm The Only One,1995.0,44,Pop/R&B/Hip-Hop
1475,Soul For Real,Every Little Thing I Do,1995.0,45,Pop/R&B/Hip-Hop
1476,BLACKstreet,Before I Let You Go,1995.0,46,Pop/R&B/Hip-Hop
1477,Notorious B.I.G.,Big Poppa / Warning,1995.0,47,Hip-Hop
1478,4 P.M.,Sukiyaki,1995.0,48,Pop/R&B/Hip-Hop
1479,Brandy,I Wanna Be Down,1995.0,49,R&B/Pop
1480,Mariah Carey and Boyz II Men,One Sweet Day,1996.0,2,Pop/R&B
1481,Celine Dion,Because You Loved Me,1996.0,3,Pop/Adult Contemporary
1482,Tony Rich Project,Nobody Knows,1996.0,4,Pop/R&B/Hip-Hop
1483,Mariah Carey,Always Be My Baby,1996.0,5,Pop/R&B
1484,Tracy Chapman,Give Me One Reason,1996.0,6,Pop/R&B/Hip-Hop
1485,Bone Thugs-N-Harmony,Tha Crossroads,1996.0,7,Pop/R&B/Hip-Hop
1486,Donna Lewis,I Love You Always Forever,1996.0,8,Pop/R&B/Hip-Hop
1487,Toni Braxton,You're Makin' Me High / Let It Flow,1996.0,9,R&B/Soul
1488,Keith Sweat,Twisted,1996.0,10,Pop/R&B/Hip-Hop
1489,Quad City DJ's,C'mon N' Ride It (The Train),1996.0,11,Pop/R&B/Hip-Hop
1490,Everything But The Girl,Missing,1996.0,12,Rock/Pop
1491,Alanis Morissette,Ironic,1996.0,13,Alternative Rock
1492,Whitney Houston,Exhale (Shoop Shoop),1996.0,14,Pop/R&B
1493,Gin Blossoms,Follow You Down / Til I Hear It From You,1996.0,15,Pop/R&B/Hip-Hop
1494,Brandy,Sittin' Up In My Room,1996.0,16,R&B/Pop
1495,2Pac,How Do U Want It / California Love,1996.0,17,Hip-Hop
1496,Celine Dion,It's All Coming Back To Me Now,1996.0,18,Pop/Adult Contemporary
1497,Eric Clapton,Change The World,1996.0,19,Rock/Blues
1498,LL Cool J,Hey Lover,1996.0,20,Pop/R&B/Hip-Hop
1499,LL Cool J,Loungin,1996.0,21,Pop/R&B/Hip-Hop
1500,Jann Arden,Insensitive,1996.0,22,Pop/R&B/Hip-Hop
1501,La Bouche,Be My Lover,1996.0,23,Pop/R&B/Hip-Hop
1502,Goo Goo Dolls,Name,1996.0,24,Alternative Rock/Pop
1503,Jewel,Who Will Save Your Soul,1996.0,25,Folk Pop
1504,No Mercy,Where Do You Go,1996.0,26,Pop/R&B/Hip-Hop
1505,R. Kelly,I Can't Sleep Baby (If I),1996.0,27,R&B/Soul
1506,Dishwalla,Counting Blue Cars,1996.0,28,Pop/R&B/Hip-Hop
1507,Joan Osborne,One Of Us,1996.0,30,Pop/R&B/Hip-Hop
1508,Natalie Merchant,Wonder,1996.0,31,Pop/R&B/Hip-Hop
1509,Mary J. Blige,Not Gon' Cry,1996.0,32,R&B/Soul
1510,112 feat. The Notorious B.I.G.,Only You,1996.0,34,Rock/Pop
1511,R. Kelly,Down Low (Nobody Has To Know),1996.0,35,R&B/Soul
1512,SWV,You're The One,1996.0,36,R&B
1513,La Bouche,Sweet Dreams,1996.0,37,Pop/R&B/Hip-Hop
1514,Monica,Before You Walk Out Of My Life / Like This And Like That,1996.0,38,R&B/Pop
1515,Deep Blue Something,Breakfast At Tiffany's,1996.0,39,Pop/R&B/Hip-Hop
1516,Coolio,"1, 2, 3, 4 (Sumpin' New)",1996.0,40,Hip-Hop
1517,Collective Soul,The World I Know,1996.0,41,Alternative Rock
1518,BLACKstreet (feat. Dr. Dre),No Diggity,1996.0,42,Pop/R&B/Hip-Hop
1519,3t,Anything,1996.0,43,Pop/R&B/Hip-Hop
1520,Smashing Pumpkins,1979,1996.0,44,Pop/R&B/Hip-Hop
1521,TLC,Diggin' On You,1996.0,45,R&B/Hip-Hop
1522,Monica,Why I Love You So Much / Ain't Nobody,1996.0,46,R&B/Pop
1523,Total,Kissin' You,1996.0,47,Pop/R&B/Hip-Hop
1524,Whitney Houston and Cece Winans,Count On Me,1996.0,48,Pop/R&B
1525,Hootie and The Blowfish,Time,1996.0,50,Alternative Rock
1526,Jewel,Foolish Games / You Were Meant For Me,1997.0,2,Folk Pop
1527,Puff Daddy and Faith Evans,I'll Be Missing You,1997.0,3,Pop/R&B/Hip-Hop
1528,Toni Braxton,Un-Break My Heart,1997.0,4,R&B/Soul
1529,Puff Daddy,Can't Nobody Hold Me Down,1997.0,5,Pop/R&B/Hip-Hop
1530,R. Kelly,I Believe I Can Fly,1997.0,6,R&B/Soul
1531,En Vogue,Don't Let Go (Love),1997.0,7,R&B/Soul
1532,Mark Morrison,Return Of The Mack,1997.0,8,Pop/R&B/Hip-Hop
1533,LeAnn Rimes,How Do I Live,1997.0,9,Pop/R&B/Hip-Hop
1534,Spice Girls,Wannabe,1997.0,10,Pop
